id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
27-230_20043,"500ml Disinfectant Spray Zepto Brand","500ml Disinfectant Spray Zepto Brand",https://fixit.com.bd/wp-content/uploads/2020/06/Spray-Disinfectant.jpg,https://fixit.com.bd/product/500ml-disinfectant-spray-zepto-brand/,"Basic Chemicals, Cleaning","fixit.com.bd",160BDT,in stock,27-230_20043,https://fixit.com.bd/cart/?add-to-cart=20043,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,160BDT,new,published,,
18-065-1-1_20039,"2 ft. Metal Shovel with Wooden Handle For Gardening (D Shape)","D Handle Shovel: 
 
Metal Shovel with Wooden Handle, 2 ft. Straight garden spade shovel. 
 
  
 
Size:2 ft. 
 
  
 
Metal Shovel for Digging: 
 
Rust-resistant design for rock digging. 
 
  
 
Handle: 
 
The D-handle flat head shovel provides comfort and good grip. 
 
Mini d handle shovel is the ideal size for gardening with short handle.",https://fixit.com.bd/wp-content/uploads/2020/06/Steel-Shovel-with-Wooden-Handle-for-Farming-Tools.jpg,https://fixit.com.bd/product/2-ft-metal-shovel-with-wooden-handle-for-gardening-d-shape/,"Garden Tools, Lawn and Garden, Shovels","fixit.com.bd",500BDT,in stock,18-065-1-1_20039,https://fixit.com.bd/cart/?add-to-cart=20039,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,500BDT,new,published,,
18-065-1_20037,"2 ft. Metal Shovel with Wooden Handle For Gardening (Square Shape)","D Handle Shovel: 
 
Metal Shovel with Wooden Handle 2 ft. Straight garden spade shovel. 
 
  
 
 Metal Shovels for Digging: 
 
Rust-resistant design for metal shovel rock digging. 
 
  
 
 Metal Spade Shovel: 
 
The D-handle flat head shovel provides comfort and good grip. 
 
  
 
 Steel Spade Shovel: 
 
Mini d handle shovel is the ideal size for gardening with short handle.",https://fixit.com.bd/wp-content/uploads/2020/06/steel-shovel-500x500-1.jpg,https://fixit.com.bd/product/2-ft-metal-shovel/,"Garden Tools, Lawn and Garden, Shovels","fixit.com.bd",500BDT,in stock,18-065-1_20037,https://fixit.com.bd/cart/?add-to-cart=20037,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,500BDT,new,published,,
1-111111_20005,"Non-Contact Infrared Thermometer-FT80","Features: 
 
  One-click usage. 
  LCD Screen. 
  Beeping Warning. 
  Long Standby time. 
  Highly  Sensitive  Infrared Controller.",https://fixit.com.bd/wp-content/uploads/2020/06/product_image_e4d39244-726c-4826-a34a-9a517d6d5e95.jpg,https://fixit.com.bd/product/non-contact-infrared-thermometer-ft80/,"Safety and Security, Safety Gear and Equipment, Tools and Hardware","fixit.com.bd",4700BDT,in stock,1-111111_20005,https://fixit.com.bd/cart/?add-to-cart=20005,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4700BDT,new,published,,
20-1413_19999,"250V 50/60Hz White Color  Indicators Fan Regulator","250V 50/60Hz White Color  Indicators Fan Regulator",https://fixit.com.bd/wp-content/uploads/2020/06/Fan-Regulator.png,https://fixit.com.bd/product/250v-50-60hz-white-color-indicators-fan-regulator/,"Electrical, Fan Regulators, Fan Regulators and Dimmers, Tools and Hardware","fixit.com.bd",305BDT,in stock,20-1413_19999,https://fixit.com.bd/cart/?add-to-cart=19999,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,305BDT,new,published,,
05-047_19994,"1 - 6 size adjustable spring tension Silver Color Door Closer Set HMBR Brand","1 - 6 size adjustable spring tension Silver Color Door Closer Set HMBR Brand",https://fixit.com.bd/wp-content/uploads/2020/06/312-0434-Door-Closer-Square-062-12.png,https://fixit.com.bd/product/1-6-size-adjustable-spring-tension-antique-copper-color-door-closer-set-hmbr-brand/,"Door Closers, Door Knobs and Hardware, Tools and Hardware","fixit.com.bd",1100BDT,in stock,05-047_19994,https://fixit.com.bd/cart/?add-to-cart=19994,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1100BDT,new,published,,
16-803_19927,"Stainless Steel Single Swivel Pulley","Stainless Steel Single Swivel Pulley",https://fixit.com.bd/wp-content/uploads/2020/06/493R66_AS01-2.jpg,https://fixit.com.bd/product/stainless-steel-single-swivel-pulley/,"Safety and Security, Tools and Hardware","fixit.com.bd",365BDT,in stock,16-803_19927,https://fixit.com.bd/cart/?add-to-cart=19927,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,365BDT,new,published,,
18-9999_19915,"7 Liter Plastic Home and Garden Manual Pressure Sprayer","Features: 
1. This is an air pressure type garden sprayer with a shoulder strap for agricultural gardening use. 
 
2. 7L capacity for selection, this garden sprayer is easy to use and ideal for misting and soaking. 
 
3. There is a lock switch on the spray head. Pushing down and forward switch can make lock. 
 
4. Thick body bottle and base makes it a durable and stable product so that you can rest assure to buy. 
 
6. It is comfortable to grip and very easy to inflate.",https://fixit.com.bd/wp-content/uploads/2020/06/images-6.jpg,https://fixit.com.bd/product/7-liter-plastic-home-and-garden-manual-pressure-sprayer/,"Lawn and Garden, Spray Bottles, Watering and Irrigation","fixit.com.bd",1900BDT,in stock,18-9999_19915,https://fixit.com.bd/cart/?add-to-cart=19915,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1900BDT,new,published,,
18-0000_19908,"8 Liter Plastic Home and Garden Manual Pressure Sprayer","Features: 
1. This is an air pressure type garden sprayer with a shoulder strap for agricultural gardening use. 
 
2. 8L capacity for selection, this garden sprayer is easy to use and ideal for misting and soaking. 
 
3. There is a lock switch on the spray head. Pushing down and forward switch can make lock. 
 
4. Thick body bottle and base makes it a durable and stable product so that you can rest assure to buy. 
 
6. It is comfortable to grip and very easy to inflate.",https://fixit.com.bd/wp-content/uploads/2020/06/HTB17XuoHv1TBuNjy0Fjq6yjyXXar.jpg_350x350.jpg,https://fixit.com.bd/product/8l-pressure-sprayer/,"Lawn and Garden, Spray Bottles, Watering and Irrigation","fixit.com.bd",2000BDT,in stock,18-0000_19908,https://fixit.com.bd/cart/?add-to-cart=19908,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2000BDT,new,published,,
23-633-1_19874,"Mini Gas Powered Portable Mosquito Fogger Machine SUPPER 2000 GOLD","Specifications 
 
Portable Mosquito Fogger Machine: 
1.plant protection, insect killing; 
2.butane as fuel; 
3.portable and practical; 
 
 
Chemical Tank 2 L 
Power source Butane (220g gas tin) 
Smoke agent 0# diesel oil (for reference) 
Mist diameter ≤30μm 
Total weight 1.8Kg 
Dimension 470x180x360mm 
 
warranty :1 Year Service",https://fixit.com.bd/wp-content/uploads/2020/06/mini-fogging-machines-500x500-1.jpg,https://fixit.com.bd/product/mini-gas-powered-portable-mosquito-fogger-machine-supper-2000-gold/,"Animal and Rodent Control, Insect and Pest Control, Lawn and Garden","fixit.com.bd",20000BDT,in stock,23-633-1_19874,https://fixit.com.bd/cart/?add-to-cart=19874,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,20000BDT,new,published,,
18-080-1_19872,"6 Inch Water Nozzle HMBR Brand","Features: 
 
  100% brand new and high quality. 
  Perfect for the irrigation of your flower, plants, lawn. 
  Durable and long lifespan, widely accepted by users.",https://fixit.com.bd/wp-content/uploads/2020/06/water-nozzle.jpg,https://fixit.com.bd/product/6-inch-water-nozzle-hmbr-brand/,"Garden Tools, Gardening Tools, Lawn and Garden","fixit.com.bd",100BDT,in stock,18-080-1_19872,https://fixit.com.bd/cart/?add-to-cart=19872,"https://fixit.com.bd/wp-content/uploads/2020/06/iron-sckle.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,100BDT,new,published,,
18-1341-1_19871,"9 Inch Iron Sickle with Wooden Handle HMBR Brand","Features: 
 
  Iron Sickle with Wooden Handle. 
  Kitchen use and gardening tool. 
  Comfortable wooden grip . 
 
  
 
  Size: 9 Inch.",https://fixit.com.bd/wp-content/uploads/2020/06/iron-sckle1.jpg,https://fixit.com.bd/product/9-inch-iron-sickle-with-wooden-handle-hmbr-brand/,"Garden Tools, Gardening Tools, Lawn and Garden","fixit.com.bd",140BDT,in stock,18-1341-1_19871,https://fixit.com.bd/cart/?add-to-cart=19871,"https://fixit.com.bd/wp-content/uploads/2020/06/iron-sckle.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,140BDT,new,published,,
18-1341_19868,"12 Inch Iron Sickle with Wooden Handle HMBR Brand","Features: 
 
  Iron Sickle with Wooden Handle. 
  Kitchen use and gardening tool. 
  Comfortable wooden grip . 
 
  
 
  Size: 12 Inch.",https://fixit.com.bd/wp-content/uploads/2020/06/iron-sckle1.jpg,https://fixit.com.bd/product/12-inch-iron-sickle-with-wooden-handle-hmbr-brand/,"Garden Tools, Gardening Tools, Lawn and Garden","fixit.com.bd",150BDT,in stock,18-1341_19868,https://fixit.com.bd/cart/?add-to-cart=19868,"https://fixit.com.bd/wp-content/uploads/2020/06/iron-sckle.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,150BDT,new,published,,
18-9851_19865,"16 Liter Rechargeable Backpack Sprayer","Feature: 
 
  Battery-powered backpack sprayer is quiet and deliver impressive spray performance 
  There is no noise, no emissions and no need to fill with fuel or manually prime a pump. 
  High quality 
  Body-curve design 
  Precise pressure gauge equipped. 
 
  
 
Size: 16 Liter",https://fixit.com.bd/wp-content/uploads/2020/06/backpack-sprayer-rechargeable.jpg,https://fixit.com.bd/product/16-liter-rechargeable-backpack-sprayer/,"Garden Tools, Lawn and Garden, Spray Bottles, Watering and Irrigation","fixit.com.bd",4500BDT,in stock,18-9851_19865,https://fixit.com.bd/cart/?add-to-cart=19865,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4500BDT,new,published,,
27-9658_19861,"Disinfection Spray Booth/Tunnel Automatic","Type 
Walkthrough Disinfection Chamber 
 
 
Top Ceiling & Wall 
PVC/Stainless Steel 
 
 
Dimensions 
Custom 
 
 
Spray Nozzle 
6 Nos / 10 Nos / 16 Nos (Depends on Dimensions) 
 
 
 
 
 
 
Tank Capacity 
Min- 300 Liters 
 
 
Automation Sensor 
Yes 
 
 
Sanitizing Carpet 
Jute Fiber 
 
 
Pump Set 
1 Phase (HP) 
 
 
Control Indicators 
Yes 
 
 
Auto & Manual Function 
Yes 
 
 
Added Accessories 
Electric Wires, Steel frame, Square Box, Switch Panel 
 
 
Uses/Applications 
Hospitals, Malls, Offices, Educational Institutions, Housing Societies, Factories, Hotels, Government Organisation, Airports",https://fixit.com.bd/wp-content/uploads/2020/06/Disinfectant-spray-booth.nirmaan.jpg,https://fixit.com.bd/product/disinfection-spray-booth-tunnel-automatic/,"Safety Gear and Equipment, Tools and Hardware, Tunnels","fixit.com.bd",75000BDT,in stock,27-9658_19861,https://fixit.com.bd/cart/?add-to-cart=19861,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,75000BDT,new,published,,
18-401_19762,"Claws Garden Gloves - 1Pair with 4 Fingertips Claws Quick & Easy to Dig and Plant Safe for Rose Pruning, Digging & Planting Nursery Plants,Best Gift Gardening Tool (Green)","Claws Garden Gloves - 1Pair with 4 Fingertips Claws Quick & Easy to Dig and Plant Safe for Rose Pruning, Digging & Planting Nursery Plants,Best Gift Gardening Tool (Green)",https://fixit.com.bd/wp-content/uploads/2020/06/6139MKDhvAL._AC_SL1000_.jpg,https://fixit.com.bd/product/claws-garden-gloves-1pair-with-4-fingertips-claws-quick-easy-to-dig-and-plant-safe-for-rose-pruning-digging-planting-nursery-plantsbest-gift-gardening-tool-green/,"Garden Tools, Gardening Tools, Lawn and Garden","fixit.com.bd",800BDT,in stock,18-401_19762,https://fixit.com.bd/cart/?add-to-cart=19762,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,800BDT,new,published,,
23-9876_14946,"Handicraft Electric Grinder Dera Brand 10mm 220V 50Hz 125W 24000-35000RPM","Unit Type: Set 
  240W 170 PCS Rotary Tool Kit 
  Multipurpose Rotary Tool 
  GOXAWEE Straight Grinder & Advanced Flexible Shaft & 170 Rotary Tool Accessories 
  1 × Grinder 
  1 × Flexible Shaft 
  1 × Hand piece 
  1 × Chuck Key 
  1 × Box 
  2 × Carbon Brush 
  3 × Diamond Cutting Disc 
  5 × Saw Blade Disc 
  6 × HSS Twist Drill Bit 
  6 × Carbide File 
  6 × Wire Brush 
  8 × Mandrel 
  10× Abrasive Stone 
  12× Felt Bob 
  20× Sanding Band 
  20× Sanding Paper Disc 
  30× Diamond Burr 
  41× Resin Cutting Disc",https://fixit.com.bd/wp-content/uploads/2020/02/IMG_1142.jpg,https://fixit.com.bd/product/handicraft-electric-grinder-dera-brand-10mm-220v-50hz-125w-24000-35000rpm/,"Drill Machine, Power Tools, Tools and Hardware","fixit.com.bd",2600BDT,in stock,23-9876_14946,https://fixit.com.bd/cart/?add-to-cart=14946,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2600BDT,new,published,,
18-080_19541,"Brass Revolving Sprinkler Garden Irrigation Tool 3-arm 360-degree Rotating Adjustable Lawn Nozzle Sprinkler HMBR Brand","Description: 
 
- 100% new brand ,high quality with unique design 
 
- Three arm irrigation sprayer, automatic 360 degree lawn sprinkler irrigation system 
 
- Convenient to use ,Connect the tube and sprinkler through the universal connecting water connection pipe 
 
- Adjustable sprinkler nozzle,durable sturdy texture, abrasion resistance and corrosion resistance 
 
- Compatible with home garden, lawn, park, agriculture yard, roads, greenhouse, nursery, grass watering and cooling 
 
Package Includes: 
 
1 Piece 360 Degree Water Sprinkler 
 
Specifications: 
Name: lawn three-arm sprinkler 
Material: brass + zinc alloy 
Mounting type: internal thread connection 
Maximum spray diameter of water: 15m 
Working pressure: 30-80PSI 
Size: about 20*22*9.5CM/7.87*8.66*3.74in 
Function: automatic rotary spraying 
Net weight: about 0.55KG",https://fixit.com.bd/wp-content/uploads/2020/06/water-sprinkler.jpg,https://fixit.com.bd/product/brass-revolving-sprinkler-garden-irrigation-tool-3-arm-360-degree-rotating-adjustable-lawn-nozzle-sprinkler-hmbr-brand/,"Garden Tools, Lawn and Garden, Pulsating Sprinklers, Watering and Irrigation","fixit.com.bd",1500BDT,in stock,18-080_19541,https://fixit.com.bd/cart/?add-to-cart=19541,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,1500BDT,new,published,,
05-1508_19537,"3.5 ft. Rubber Door Seal / Gasket with Double Sided Tape Keep Out Smells & Dirt from Room","Feature 
 
1 Dust-proof,windproof, mosquito prevention, sound insulation,stop indoor and outdoor air, 
provide excellent seal for the door. 
2 High quality nylon brush with regular and dense hair can provide a better seal for the door. 
3 It is not easy to damage with super hardness of aluminum alloy frame ,good anti-rust property, longer service life. 
4 Brush and frame is designed separately,so it is easy to disassemble and clean 
5 With screw in aluminum alloy frame,it can be installed easily and provide fixed action so that protect the door bottom and extend the service life. 
 
Application 
 
Common use for Residential or Commercial Doors, Residential or Commercial Garage Doors, Overhead Doors and anywhere extra seal brush strip are needed.",https://fixit.com.bd/wp-content/uploads/2020/06/door-bottom-rubber.jpg,https://fixit.com.bd/product/3-5-ft-rubber-door-seal-gasket-with-double-sided-tape-keep-out-smells-dirt-from-room/,"Door Accessories, Doors and Windows, Entry Doors","fixit.com.bd",350BDT,in stock,05-1508_19537,https://fixit.com.bd/cart/?add-to-cart=19537,"https://fixit.com.bd/wp-content/uploads/2020/06/25mm-width-self-adhesive-silicone-bar-door-window-bottom-tape-rubber-sealing-strip-weatherstrip-sound-insulation.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,350BDT,new,published,,
05-1507_19528,"3.5 ft. Brush Door Seal / Gasket with Double Sided Tape Keep Out Smells & Dirt from Room","Feature 
 
1 Dust-proof,windproof, mosquito prevention, sound insulation,stop indoor and outdoor air, 
provide excellent seal for the door. 
2 High quality nylon brush with regular and dense hair can provide a better seal for the door. 
3 It is not easy to damage with super hardness of aluminum alloy frame ,good anti-rust property, longer service life. 
4 Brush and frame is designed separately,so it is easy to disassemble and clean 
5 With screw in aluminum alloy frame,it can be installed easily and provide fixed action so that protect the door bottom and extend the service life. 
 
Application 
 
Common use for Residential or Commercial Doors, Residential or Commercial Garage Doors, Overhead Doors and anywhere extra seal brush strip are needed.",https://fixit.com.bd/wp-content/uploads/2020/06/doorBottomBrush.jpg,https://fixit.com.bd/product/3-5-ft-brush-door-seal-gasket-with-double-sided-tape-keep-out-smells-dirt-from-room/,"Door Accessories, Doors and Windows, Entry Doors","fixit.com.bd",350BDT,in stock,05-1507_19528,https://fixit.com.bd/cart/?add-to-cart=19528,"https://fixit.com.bd/wp-content/uploads/2020/06/door-bottom-brush.jpeg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,350BDT,new,published,,
12-124_14816,"10 Inch Wire Brush Wooden Handle HMBR Brand","Application: 
Brush for cleaning hard surfaces of rust, paint, plaster residue and other impurities. 
Brand: Hmbr 
Size: 10 Inch.",https://fixit.com.bd/wp-content/uploads/2020/02/2019-05-27_060228.1238308_Inch_Stainless_Steel_Wire_Brush_Wooden_Handle_HMBR_Brand.jpg,https://fixit.com.bd/product/8-inch-stainless-steel-wire-brush-wooden-handle-hmbr-brand/,"Cleaning, Cleaning Tools and Supplies, Wire Brushes","fixit.com.bd",65BDT,in stock,12-124_14816,https://fixit.com.bd/cart/?add-to-cart=14816,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,65BDT,new,published,,
18-111_10953,"16 Liter Backpack Sprayer Manual","Features: 
 
Fixit.com.bd’s  Insecticide Spray container 
 
Scientific modelling, 
 
The design is arc shaped 
 
Suited for the human body 
 
Back makes it easy to carry around. 
 
'T' shape ensures evaporation of sweat of workman 
 
Ensuring comfort during long usage. 
 
  
 
Size:16 Liter 
 
  
 
Application: 
 
Transparent Water level 
 
Shaped nozzle assembly 
 
High quality plastic 
 
long lance length of 70 cm 
 
And carrying strap of 100 cm",https://fixit.com.bd/wp-content/uploads/2020/01/18-111A.jpg,https://fixit.com.bd/product/16-liter-farmate-farm-insecticide-spray-container/,"Lawn and Garden, Spray Bottles, Spray Bottles, Watering and Irrigation","fixit.com.bd",2500BDT,in stock,18-111_10953,https://fixit.com.bd/cart/?add-to-cart=10953,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2500BDT,new,published,,
18-112_10956,"18 Liter Backpack Sprayer Manual","Fixit.com.bd’s Farmate Farm Insecticide Spray container 
 
Scientific modelling, the design is arc shaped suited for the human body 
 
Back makes it easy to carry around. 
 
“T” shape ensures evaporation of sweat of workman ensuring comfort during long usage. 
 
  
 
Size: 18 Liter 
 
  
 
Application: 
 
Only Knapsack Sprayer in this segment with a Transparent Water level 
 
Indicator and comes with fan shaped nozzle assembly 
 
Rocker bar is made of high quality steel 
 
Which can be set either right or left as per operators needs 
 
Comes with long lance length of 70 cm and carrying strap of 100 cm",https://fixit.com.bd/wp-content/uploads/2020/01/18-112A.jpg,https://fixit.com.bd/product/18-liter-farmate-farm-insecticide-spray-container/,"Garden Tools, Lawn and Garden, Spray Bottles","fixit.com.bd",2600BDT,in stock,18-112_10956,https://fixit.com.bd/cart/?add-to-cart=10956,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2600BDT,new,published,,
18-113_10957,"20 Liter Backpack Sprayer Manual","Fixit.com.bd’s Farmate Farm Insecticide Spray container 
 
Scientific modelling, the design is arc shaped suited for the human body 
 
Back makes it easy to carry around. 
 
“T” shape ensures evaporation of sweat of workman ensuring comfort during long usage. 
 
  
 
Size: 20 Liter 
 
  
 
Application: 
 
Only Knapsack Sprayer in this segment with a Transparent Water level 
 
Indicator and comes with fan shaped nozzle assembly 
 
Rocker bar is made of high quality steel 
 
Which can be set either right or left as per operators needs 
 
Comes with long lance length of 70 cm and carrying strap of 100 cm",https://fixit.com.bd/wp-content/uploads/2020/01/18-113A.jpg,https://fixit.com.bd/product/20-liter-farmate-farm-insecticide-spray-container/,"Garden Tools, Lawn and Garden, Spray Bottles","fixit.com.bd",2750BDT,in stock,18-113_10957,https://fixit.com.bd/cart/?add-to-cart=10957,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2750BDT,new,published,,
01-666 b_10726,"3 Inch Black Color Plastic Wall Scraper","Multiple applications for home, work or car detailing and cell phone repair. 
 
  
 
Size:3 Inch 
 
  
 
Lightweight and flexible plastic:  
 
The is made of plastic, makes it lightweight and easy to use and store in smaller spaces. 
 
Applied for a clients job to patch ceiling hole 
 
Which warped so easily and it made more work for you to get a smooth finish. 
 
  
 
Good quality: 
 
These knives are made from sturdy plastic 
 
That won't bend or break under pressure, 
 
So they weren't rust which are strong enough to endure tough resins, 
 
And thick enough to hold up against harsh substances.",https://fixit.com.bd/wp-content/uploads/2020/01/01-666A.jpg,https://fixit.com.bd/product/3-inch-black-color-plastic-wall-scraper/,"Garden Tools, Lawn and Garden, Snow Shovels and Scrapers","fixit.com.bd",27BDT,in stock,01-666 b_10726,https://fixit.com.bd/cart/?add-to-cart=10726,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,27BDT,new,published,,
fixit-10092_14041,"External Circlip Pliers, Bent  180mm,7 Inch Tolsen Brand 10092","Features: 
This pliers is made from carbon and heat treated steel for a strong long lasting life, 
 
With comfortable grip handles, safety and convenient to use. 
 
  
Specifications: 
 
  Brand: Tolsen 
  Model: 10092 
  Type: internal bent 
  Made of: carbon steel 
  Plated: nickel finish 
  Up to 35mm between pins when open. 
  Size: 180mm or 7 inch.",https://fixit.com.bd/wp-content/uploads/2020/01/10092.jpg,https://fixit.com.bd/product/external-circlip-pliers-bent-180mm7-inch-tolsen-brand-10092/,"Hand Tools, Pliers, Tools and Hardware","fixit.com.bd",240BDT,in stock,fixit-10092_14041,https://fixit.com.bd/cart/?add-to-cart=14041,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,240BDT,new,published,,
fixit-15127_14034,"1/2' x 125mm 5 Inch Extension Bar Tolsen Brand 15127","Features: 
 
  Model: 15127 
  Matt chrome Finish. 
  Length: 5 inches or 125mm 
  Drive size: ½ inch 
  Tolsen extension bar is made of shiny Chrome Vanadium with high durability and good anti-rust, 
  Made from high quality chrome vanadium material.",https://fixit.com.bd/wp-content/uploads/2020/01/15121.jpg,https://fixit.com.bd/product/1-2-x-125mm-5-inch-extension-bar-tolsen-brand-15127/,"Hand Tools, Sockets and Ratchets, Tools and Hardware","fixit.com.bd",188BDT,in stock,fixit-15127_14034,https://fixit.com.bd/cart/?add-to-cart=14034,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,188BDT,new,published,,
wc_post_id_14027,"Mini Long Nose Pliers 115mm 4.5 Inch Tolsen Brand 10031","Features: 
 
  Made of carbon hardened and tempered steel. 
  Captive double leaf springs, 
  Each tool includes comfortable soft rubber handle grips. 
 
Specifications: 
 
  Brand: Tolsen 
  Model: 10031 
  Color: black 
  Pliers size: approximately: 11.5cm or 4.5 inch. 
  Material:  carbon steel.",https://fixit.com.bd/wp-content/uploads/2020/01/10031-1-1.jpg,https://fixit.com.bd/product/115mm-4-5-inch-mini-long-nose-pliers-tolsen-brand-10031/,"Hand Tools, Pliers, Tools and Hardware","fixit.com.bd",152BDT,out of stock,wc_post_id_14027,https://fixit.com.bd/cart/?add-to-cart=14027,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,152BDT,new,published,,
30-506_9407,"Mod Podge Matte Waterbase Sealer  Glue and Finish - 4 oz","Suitable for paper craft projects 
  Is quick-drying for multiple coats build up and dries clear 
  Can be sanded to a smooth finish 
  Cleans up easily while wet with soap and water 
  Non-toxic and water-based 
  product is used for all surfaces. 
 
  
 
Size: 118ml 
 
  
 
Mod Podge Matte Waterbase Sealer, 
 
Glue and Finish can be used as a glue for paper fabric and other porous materials. 
 
This product is used as a sealer for wood, paper 
 
And functions as a painting medium for water-based paint. 
 
This product can be applied as a finish for printed material decoupage and fabric.",https://fixit.com.bd/wp-content/uploads/2019/12/modpodgemat.jpg,https://fixit.com.bd/product/mod-podge-matte-waterbase-sealer-glue-and-finish-4-oz/,"Clay and Modeling Materials, Craft and Art Supplies, Glues and Epoxy, Paint","fixit.com.bd",850BDT,in stock,30-506_9407,https://fixit.com.bd/cart/?add-to-cart=9407,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850BDT,new,published,,
fixit-10115_13914,"8 Inch 200 mm G Clamp Tolsen Brand 10115","Features 
 
  Model: 10115 
  Size : 200mm, 8 Inch 
 
 
  Yellow powder coated bar, 
  Zinc plated thread bar.",https://fixit.com.bd/wp-content/uploads/2020/01/10112-1.jpg,https://fixit.com.bd/product/8-inch-200-mm-g-clamp-tolsen-brand-10115/,"Clamps and Vises, Hand Tools, Tools and Hardware","fixit.com.bd",790BDT,in stock,fixit-10115_13914,https://fixit.com.bd/cart/?add-to-cart=13914,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,790BDT,new,published,,
30-505_13819,"Mod Podge Gloss Waterbase Sealer Glue and Finish - 4 oz","Mod Podge Gloss Waterbase Sealer Glue and Finish - 4 oz",https://fixit.com.bd/wp-content/uploads/2020/01/30-505.jpg,https://fixit.com.bd/product/mod-podge-gloss-waterbase-sealer-glue-and-finish-4-oz/,"Clay and Modeling Materials, Craft and Art Supplies, Glues and Epoxy, Paint","fixit.com.bd",850BDT,in stock,30-505_13819,https://fixit.com.bd/cart/?add-to-cart=13819,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,850BDT,new,published,,
30-075-1_13622,"400 ml Flat Black Color Spray Paint Bosny Brand","Bosny Brand Flat Black Color Spray Paint 
 
High quality spray paint 
 
  
 
Features: 
 
  Spray paint formulated from 100% pure acrylic. 
  Highly durable, fast drying, high gloss, 
  Weather resistant. 
 
  
 
Size: 400ml 
 
Material: Aerosol Spray Can 
 
  
 
 
 
 
 
 
 
 
 
Uses: 
 
  Metal 
  Wood 
  Plastics 
  Ceramic 
  Various tissues 
  Glass",https://fixit.com.bd/wp-content/uploads/2020/01/flat-black-bosny.jpg,https://fixit.com.bd/product/400-ml-flat-black-color-spray-paint-bosny-brand/,"General Purpose, Paint, Spray Paint","fixit.com.bd",238BDT,in stock,30-075-1_13622,https://fixit.com.bd/cart/?add-to-cart=13622,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,238BDT,new,published,,
